Structure_Index,Per_Structure_SHAP
2146,4.199066109490195
4975,38.68506811890343
599,-22.582032483006927
1434,22.713138160863412
4996,3.611530806560514
538,-21.40570384493582
721,35.25332219772858
4410,24.828100828590323
1872,-27.03461560395351
2845,32.235483719382415
2053,8.61018719067609
2907,24.30152303290036
2254,2.022585547018149
3912,52.72319080558414
177,-33.049219316898466
2890,9.675310393882787
3673,38.53798016671094
80,41.73881529015154
2561,-45.132202665810816
1723,-53.33828064281309
1617,23.654182734463824
1654,15.12778806346262
2328,-18.680300604246778
4613,21.40923609647869
221,-20.34032287583979
93,-40.78654271084105
2609,7.1008923396880865
3382,-3.7741311572513765
4415,37.496424416201606
1397,5.635441201880193
4686,-18.269836727470665
1292,30.558029313751742
2164,20.973666499527752
2939,29.17275468724203
3668,-60.44013359446706
812,18.61450458356644
1258,32.75162495771325
889,2.1277834851470296
1451,29.118643727167147
3316,44.125009090597736
2559,18.438438198379746
3574,17.214901272825625
2680,-34.00549118310891
4651,11.998490614061232
4811,30.87330551029637
4679,42.881822735402345
2964,29.405899513828054
2672,-49.612160978769516
561,19.31329833091989
2778,-57.160161700657156
2948,8.5165191650792
2817,33.88813333541771
2758,20.563771564515733
1756,25.25172024500375
724,-31.116523279241633
219,-21.921684072434402
4139,15.064595897071397
3957,-45.072251214749365
1588,33.74136405119948
3347,-7.070915773926636
3970,40.574556805804995
4707,35.63138879610245
43,5.552745087345755
3001,32.78686776761432
210,-20.495222988598314
677,6.480124181967803
354,7.064293278849876
1433,-28.741231354028557
949,12.33343798963576
2843,-23.2026937982006
577,-62.905758879578954
3928,-15.068436275659009
544,19.484412510621897
367,60.51583530105138
1612,-47.45586616310071
3550,-7.184180377188108
