File,Pair,Count,Mean_Energy
dump_24.csv,3-3,861,-4.452441957026713
dump_24.csv,3-4,1086,-4.302758554327808
dump_24.csv,3-5,1191,-4.447612262804366
dump_24.csv,4-4,458,-4.13803653930131
dump_24.csv,4-5,704,-4.302165731534091
dump_24.csv,5-5,904,-4.448069292035398
dump_25.csv,1-1,167,-3.6125513173652695
dump_25.csv,1-2,251,-3.693111533864542
dump_25.csv,1-3,365,-4.037230876712329
dump_25.csv,1-4,330,-3.8757243636363636
dump_25.csv,1-5,357,-4.038058067226891
dump_25.csv,2-2,190,-3.7875626052631577
dump_25.csv,2-3,391,-4.112481457800512
dump_25.csv,2-4,361,-3.959470152354571
dump_25.csv,2-5,385,-4.116227753246753
dump_25.csv,3-3,986,-4.449890512170386
dump_25.csv,3-4,1214,-4.304609505766063
dump_25.csv,3-5,1349,-4.448740092661231
dump_25.csv,4-4,468,-4.148055021367521
dump_25.csv,4-5,702,-4.308760356125356
dump_25.csv,5-5,812,-4.452437204433497
dump_26.csv,1-1,97,-3.63960030927835
dump_26.csv,1-2,236,-3.7268099152542375
dump_26.csv,1-3,279,-4.070401164874552
dump_26.csv,1-4,275,-3.904015890909091
dump_26.csv,1-5,276,-4.0720186775362315
dump_26.csv,2-2,317,-3.8038819873817036
dump_26.csv,2-3,562,-4.136379110320284
dump_26.csv,2-4,551,-3.9735425317604354
dump_26.csv,2-5,546,-4.139633003663003
dump_26.csv,3-3,901,-4.480454350721421
dump_26.csv,3-4,1198,-4.323656047579299
dump_26.csv,3-5,1196,-4.477635844481606
dump_26.csv,4-4,638,-4.161498142633229
dump_26.csv,4-5,893,-4.327483460246361
dump_26.csv,5-5,678,-4.475674166666667
dump_27.csv,1-1,109,-3.6544730733944952
dump_27.csv,1-2,269,-3.7216636059479553
dump_27.csv,1-3,285,-4.064198789473685
dump_27.csv,1-4,266,-3.8968623120300747
dump_27.csv,1-5,279,-4.071165949820788
dump_27.csv,2-2,381,-3.802023635170604
dump_27.csv,2-3,634,-4.128356332807571
dump_27.csv,2-4,574,-3.9701511585365856
dump_27.csv,2-5,619,-4.133489571890145
dump_27.csv,3-3,927,-4.468016418554476
dump_27.csv,3-4,1173,-4.31733873827792
dump_27.csv,3-5,1267,-4.464897501973165
dump_27.csv,4-4,468,-4.156035961538461
dump_27.csv,4-5,702,-4.320669002849003
dump_27.csv,5-5,733,-4.4667532810368344
dump_28.csv,1-1,70,-3.6571712857142855
dump_28.csv,1-2,218,-3.7333005504587153
dump_28.csv,1-3,251,-4.074742171314741
dump_28.csv,1-4,231,-3.91090341991342
dump_28.csv,1-5,251,-4.080134940239043
dump_28.csv,2-2,377,-3.8036637002652522
dump_28.csv,2-3,616,-4.134706931818181
dump_28.csv,2-4,560,-3.9743518124999997
dump_28.csv,2-5,618,-4.137669045307444
dump_28.csv,3-3,823,-4.471274520048603
dump_28.csv,3-4,1069,-4.321849527595884
dump_28.csv,3-5,1149,-4.471173681462141
dump_28.csv,4-4,445,-4.1578438764044945
